,text,polarity,subjectivity
1142,francium.n.01 want.v.05 move.v.02 another.s.01 state.n.04 person.n.01 please.v.03 espouse.v.03 willing.a.01 swim.v.05 pacific.a.01 ocean.n.01 please.v.03 solicit.v.01 hate.v.01,-1,1
1143,motion.n.06 another.s.01 state.n.04 easy.s.12,-1,1
1144,dream.v.02 earth.n.01 war_cry.n.01 sleep.v.02 wonder.v.03 make.v.18 goal.n.01 meet.n.01 adequate.s.02 move.v.15 another.s.01 state.n.04 preserve.v.04 valued.s.02 baby.n.04 safe.s.02,1,1
1145,line_up.v.02 last.s.09 nox.n.01 travel.v.01 another.s.01 state.n.04 still.r.04 yield.v.10 tax.n.01 uracil.n.01 free-base.v.01 citizenship.n.02 residency.n.02 sit.v.02 well.n.05,-1,1
1146,think.v.02 woman.n.01 get.v.32 problem.n.01 another.s.01 state.n.04 move.v.07 caterpillar.n.02 think.v.02 think.v.02 go.v.03 case.n.01 empathy.n.01 function.n.01 template.n.01 free.a.01 download.v.01,1,1
1147,one.s.05 sidereal_day.n.01 move.v.15 move.v.07 another.s.01 state.n.04 might.n.01 even.r.03 south.a.01 africa.n.01,0,-1
1148,ready.s.04 throng.v.01 shit.n.04 motion.n.06 another.s.01 state.n.04,-1,1
1149,hyperbolic.s.01 pathway.n.02 move.v.07 kin.n.01 another.s.01 state.n.04,0,-1
1150,want.v.02 startle.v.02 plan.v.03 motion.n.06 another.s.01 state.n.04 asshole.n.01 pathetic.s.03,-1,1
1151,turn.n.03 state.n.04 blue.s.08 november.n.01 crimson.s.03 voter.n.01 move.v.02 another.s.01 state.n.04 united_states.n.01,0,-1
1152,honest.s.07 question.n.06 parent.n.02 mean.n.01 point.n.25 pluck.v.04 kin.n.01 motion.n.06 another.s.01 state.n.04,0,-1
1153,urge.n.02 throng.v.01 move.v.07 another.s.01 state.n.04 bc.r.01 united_states.n.01,0,-1
1154,financially.r.01 static.s.03 enough.r.01 move.v.04 another.s.01 state.n.04 state.n.04 relocate.v.02,0,-1
1155,today.n.02 one.s.05 sidereal_day.n.01 think.v.05 drop.v.20 motion.n.06 another.s.01 state.n.04,0,-1
1156,move.v.14 another.s.01 country.n.04 suddenly.r.01 every.s.01 person.n.01 never.r.02 talk.v.02 life.n.08 want.v.05 meet.v.04 visit.v.07,0,-1
1157,set.n.05 bc.r.01 privilege.n.03 move.v.07 another.s.01 state.n.04,0,-1
1158,yield.v.01 motion.n.06 another.s.01 state.n.04 lawsuit.n.01 asshole.n.01 pathetic.s.03,-1,1
1159,republican_party.n.01 continue.v.01 win.v.01 state.v.01 populate.v.01 state.n.04 one-half.n.01 people.n.01 answer.v.01 think.n.01 think_of.v.04 motion.n.06 another.s.01 state.n.04 jesus.n.01 jesus.n.01 liberal.n.02 think_of.v.04 vote.v.05 forget.v.04 want.v.02 vote.v.05 every.s.01 unmarried.a.01 election.n.01,0,-1
1160,move.v.07 another.s.01 country.n.04 kin.n.01 still.r.04 find.v.05 reason.n.06 wish.v.02 life.n.02,-1,1
1161,motion.n.06 another.s.01 state.n.04 politics.n.02 circus.n.06 point.n.25,0,-1
1162,wait.v.01 sidereal_day.n.01 make.v.02 change.n.03 life.n.05 distant.a.02 relative.n.02 exit.v.01 inherit.v.01 luck.n.02 move.v.14 another.s.01 nation.n.02 live.v.02 peace.n.02 luxury.n.01 never.r.01 know.v.03,0,-1
1163,parturiency.n.01 answer.v.06 trouble.n.01 tax.n.01 major.s.08 ship's_company.n.01 sadly.r.01 tug.v.02 theme.n.03 economics.n.01 understand.v.02 legal_action.n.01 disaster.n.03 tax.v.04 major.s.08 ship's_company.n.01 switch_off.v.01 investment.n.06 stop.v.05 rent.v.04 worker.n.03 even.r.03 move.v.12 another.s.01 state.n.04,-1,1
1164,possibly.r.01 carry.v.02 move.v.07 another.s.01 state.n.04 obviously.r.01 one.n.02 work.v.03 none.n.02 uranium.n.01 demur.v.01 gunman.n.02 owner.n.02 gunman.n.02 never.r.02 desire.n.03 one.s.05,-1,1
1165,trouble_oneself.v.01 vastly.r.01 person.n.01 necessitate.v.01 want.v.05 travel.v.01 another.s.01 nation.n.02 even.r.03 determine.v.08 news_program.n.01 united_states.n.01 ahead.r.03 top.a.01 tier.n.05 nation.n.02 legitimately.r.02 chilling.s.01 support.n.06,-1,1
1166,yesterday.n.02 official.n.02 elect.v.02 fail.v.03 state.n.04 time.n.06 wish.v.02 move.v.07 another.s.01 state.n.04,-1,1
1167,move.v.14 live.v.02 another.s.01 nation.n.02 soon.r.01 even.r.03 plan.n.03 throng.v.01,-1,1
1168,go.v.03 motion.n.06 another.s.01 nation.n.02 wish.v.02 rape.v.02 terror.n.03 permit.v.01 opinion.n.05 course.n.01 strong-arm.v.02 u.s.01 scandal.n.01 survive.v.01 sodium.n.01 stay.v.04 stay.v.04 sacrifice.v.01 life.n.05 support.n.06 profit.n.02 sodium.n.01 startle.v.02 commotion.n.02,-1,1
1169,wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04 regretful.a.01 hate.v.01,-1,1
1170,overpowering.s.01 desire.n.03 move.v.07 another.s.01 state.n.04,0,-1
1171,shred.v.01 dignity.n.03 exit.v.01 travel.v.01 another.s.01 nation.n.02 shame.n.02 spread.v.02 fake.s.02 newsworthiness.n.01 north.n.03 talk_through_one's_hat.v.01 word_picture.n.01 push.v.09 people.n.01 violence.n.03,-1,1
1172,,0,-1
1173,move_over.v.01 dual.s.03 citizenship.n.02 run.v.01 parliament.n.01 beyond.r.03 like.a.02 love.v.02 another.s.01 state.n.04 move.v.07 one.s.05 decay.v.02 in_full.r.01 crap.n.01,-1,1
1174,remember.v.01 still.r.04 prefer.v.04 live.v.02 u.s.01 motion.n.06 another.s.01 nation.n.02 specially.r.01 live.s.09 california.n.01 wish.v.02,1,1
1175,leave.v.02 united_states.n.01 another.s.01 nation.n.02 estimable.s.02 advice.n.01 yield.v.01 american.n.03 one.n.01 accessible.s.04 potential.a.01 many.a.01 people.n.03 move.v.07 entire.s.01 family.n.01 coevals.n.01 whole.a.01 nation.n.02 two.s.01 united_states.n.01 offspring.n.01 nation.n.02 three.s.01 many.a.01 uranium.n.01 want.v.05 leave.v.02,0,-1
1176,poor.a.03 move.v.07 another.s.01 state.n.04 even.r.03 another.s.01 state.n.04 wonder.v.03,0,-1
1177,till.n.01 move.v.04 another.s.01 state.n.04 huge.s.01 majority.n.03 one.s.05 fabulously.r.01 relevant.a.01 significant.a.01 perplex.v.01 fiddling.s.01 weasel.n.02 know.v.03 stead.n.01 exclude.v.02 bow.n.09 hectometer.n.01 queen.n.07 elizabeth.n.01 two.s.01,-1,1
1178,truly.r.01 desire.v.01 child.n.02 act.v.01 another.s.01 state.n.04 try.v.01 survive.v.02 united_states_army.n.01 recently.r.01 unmanageable.a.02 lease.v.03 entirely.r.02 try.v.01 consume.v.02 concern.n.02 another.s.01 fiddling.s.01 human.a.03 thing.n.12 black.s.05 united_states_army.n.01 truly.r.01 black.s.05 act.v.01,0,-1
1179,ever.r.03 wan.v.01 sodium.n.01 favored.s.01 caterpillar.n.02 pawl.n.01 none.n.02 round.r.01 besides.r.02 wan.v.01 sodium.n.01 move.n.01 another.s.01 state.n.04,0,-1
1180,become.v.04 probable.a.01 safe.s.02 thing.n.12 american.a.02 parent.n.01 child.n.04 motion.n.06 another.s.01 state.n.04,0,-1
1181,want.v.02 easy.s.12 move.v.02 another.s.01 state.n.04 lawsuit.n.01 sleep_together.v.01 stead.n.01,-1,1
1182,republican.n.03 trouble.n.01 focus.v.05 politics.n.05 real.s.03 stuff.n.07 sometimes.r.01 want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1183,think.v.02 iraqi.n.01 immigrant.n.01 move.v.15 another.s.01 state.n.04 uranium.n.01 destabilize.v.02 state.n.04 federal_bureau_of_investigation.n.01 witness.n.01 make.v.02 contact.n.08 document.v.02 want.v.03 help.v.06 iraqi.a.01 leave.v.03 iraq.n.01 federal_bureau_of_investigation.n.01 coerce.v.01 talk.v.02 much.a.01 hate.v.01 united_states.n.01,-1,1
1184,lawsuit.n.01 poor.a.03 folk.n.01 move.v.02 another.s.01 state.n.04,0,-1
1185,time.n.06 move.v.02 another.s.01 state.n.04 thing.n.09 prevent.v.02 exit.v.01 unrelated.a.02 subspecies.n.01 serve.v.05 local.a.03 supporter.n.01 alike.a.01 hash_out.v.01 ma.n.01,1,1
1186,motion.n.06 another.s.01 state.n.04,0,-1
1187,crazy.s.05 parent.n.01 drop.v.20 ampere.n.02 move.v.14 united_states.n.01 give.v.18 good.s.17 liveliness.n.02 ampere.n.02 very.r.01 might.n.01 drop.v.20 one.s.05 sidereal_day.n.01 ampere.n.02 motion.n.06 another.s.01 country.n.04 future.s.03 kyd.n.01 proper.s.04 ampere.n.02 safe.a.03 education.n.05,1,1
1188,stay.v.02 every.s.02 u.s.01 trouble.n.01 make.v.43 want.v.05 tamp_down.v.01 abundant.a.01 privilege.n.03 move.v.15 uranium.n.01 another.s.01 state.n.04 society.n.04 tolerate.v.02 nonsense.n.01,-1,1
1189,sick.s.06 home.n.03 school.n.05 kyd.n.01 move.v.07 another.s.01 state.n.04 know.v.03,0,-1
1190,harsh.s.01 play.v.32 rather.r.02 heavy.s.23 buffoonery.n.01 uranium.n.01 make.v.35 feel.v.05 truly.r.01 regretful.a.01 think.v.10 supplant.v.01 stead.n.01 suppose.v.01 already.r.01 speak.v.03 director.n.01 move.v.02 another.s.01 state.n.04,0,-1
1191,one.s.06 thing.n.12 external.s.03 display.n.01 wan.s.03 sodium.n.01 make.v.18 move.v.15 another.s.01 state.n.04,0,-1
1192,urge.n.02 travel.v.01 another.s.01 state.n.04 wiretap.v.01 doorway.n.01,0,-1
1193,shout.v.02 day.n.02 point.n.25 think.v.13 option.n.01 move.v.07 another.s.01 state.n.04 thinking.n.01 put.v.01 school.n.05 terrify.v.01,-1,1
1194,dead.s.17 motion.n.06 another.s.01 state.n.04,-1,1
1195,wholly.r.01 act.v.01 another.s.01 state.n.04 easy.a.01 little.s.08 easy.a.01 withdraw.v.01 abroad.r.01 precisely.r.01 attempt.n.01 twelve.s.01 year.n.03 job.n.02 crack.n.09 elsewhere.r.01 travel.v.01,0,-1
1196,twenty-four.s.01 year.n.01 honest-to-god.s.01 daughter.n.01 ask.v.04 people.n.01 uranium.n.01 kill.v.01 kill.v.01 reason.n.06 nothing.n.01 suppose.v.01 possibly.r.01 truly.r.01 time.n.06 move.v.04 another.s.01 state.n.04 stead.n.01 brainsick.s.01 gunman.n.02 like.n.02 texas.n.01 brainsick.s.01,-1,1
1197,wish.v.04 heavily.r.07 move.v.03 another.s.01 state.n.04 wish.v.04 move.v.03 uranium.n.01 tactile_property.n.01 wish.v.02 pass.v.05 state.n.04 faithless.s.01 conservative.s.02 snake.n.05 cult.n.03 fundamentalist.n.01 evil.n.03 wish.v.04 think.v.09 leave.v.02 home.n.07 often.r.03,-1,1
1198,kyd.n.01 go.v.03 board.v.04 school.n.07 state.n.04 secret.s.05 school.n.07 another.s.01 state.n.04 decide.v.04 move.v.07,0,-1
1199,sight.n.05 paxton.n.01 think.v.13 better.s.03 idea.n.01 weapon.n.01 teacher.n.02 always.r.04 total.v.02 gunman.n.02 idea.n.01 police.n.01 battle.v.01 alternatively.r.01 seriously.r.01 wish.v.01 act.v.01 another.s.01 state.n.04 deal.v.03 thinking.n.01 suffer.v.02 tear.v.03,0,-1
1200,u.s.01 think.v.13 uranium.n.01 ever.r.03 move.v.11 another.s.01 state.n.04 person.n.01 possibly.r.01 sure.s.08,0,-1
1201,spend.v.01 much.a.01 time.n.06 try.v.01 convert.v.09 adult.n.02 child.n.04 travel.v.01 another.s.01 state.n.04 besides.r.02 behavioral.a.01 health.n.02 economic.s.03 justice.n.02,0,-1
1202,exasperating.s.01 thing.n.12 actually.r.02 american.n.03 live.v.07 highly.r.01 expensive.a.01 bureaucratic.a.01 venture.n.03 move.v.14 another.s.01 nation.n.02 nation.n.02 lease.v.03 accelerator.n.01 violence.n.03 control.n.02,-1,1
1203,time.n.04 go.v.03 actually.r.02 want.v.05 survive.v.01 another.s.01 state.n.04 canada.n.01 possibly.r.01 possibly.r.01 least.a.01 motion.n.06 northern.a.01 state.n.04 south.n.04 anymore.r.01,-1,1
1204,want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1205,move.v.07 four.s.01 pawl.n.01 another.s.01 state.n.04 stingily.r.01 potential.a.01 ever.r.03 desire.v.01 kyd.n.01 look.v.02 like.n.01 option.n.02 thing.n.09 study.v.03,0,-1
1206,sidereal_day.n.01 wish.v.02 today.n.02 actually.r.01 desire.v.01 move.v.07 fiddling.s.01 one.s.05 another.s.01 state.n.04 one-half.n.01 population.n.04 transport.v.02 gunman.n.02 ohio.n.01 actually.r.02 wish.v.02 citizen.n.01 basic.s.04 thing.n.09 wish.v.02 healthcare.n.01,0,-1
1207,wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04 lawsuit.n.01 one.s.05 right_field.n.01,0,-1
1208,make.v.27 mistake.n.02 understand.v.03 newsworthiness.n.01 actually.r.02 urge.n.02 travel.v.01 another.s.01 nation.n.02 get.v.03 excess.s.01 room.n.02,1,1
1209,find.v.05 wish.v.02 not.r.01 violent.s.03 response.n.07 however.r.01 decrease.v.02 likelihood.n.01 happen.v.01 kyd.n.01 move.v.07 another.s.01 state.n.04 try.v.01 glib.s.01 intelligibly.r.01 vote.n.01 go.v.03 experience.v.03,0,-1
1210,move.v.03 another.s.01 nation.n.02 unrealistic.a.01 right_field.n.01 make.v.16 adequate.s.02 live.v.02 entirely.r.02 knight_bachelor.n.01 degree.n.05 bevel.n.01 afford.v.01 gas.n.02 radon.n.01 poster.n.01 yield.v.10 monetary_value.n.01 support.n.06 get.v.03 high.a.01 design.n.02 live.v.02 parent.n.02 enough.n.01 able.a.01 move.v.03,-1,1
1211,think.v.13 want.v.05 take.v.01 kin.n.01 move.v.07 overnight.r.02 another.s.01 state.n.04,0,-1
1212,move.v.07 plane.n.05 another.s.01 state.n.04 secret.s.05 airport.n.01,0,-1
1213,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04,1,1
1214,unvoiced.a.01 move.v.07 another.s.01 state.n.04 sincerely.r.02 want.v.05 state.n.04,-1,1
1215,united_states.n.01 cash.n.03 sell.v.01 family.n.01 enough.n.01 move.v.12 another.s.01 state.n.04 kyd.n.01 gun.v.01 school.n.05,0,-1
1216,fourteen.s.01 kyd.n.01 dead.s.17 uranium.n.01 slick.s.01 motion.n.06 another.s.01 state.n.04,-1,1
1217,founder.n.02 minor.s.10 child.n.04 soon.r.01 elementary.a.02 school.n.07 unvoiced.a.01 penetrate.v.02 happen.v.02 today.n.02 move.v.07 another.s.01 state.n.04 kind.n.01 thing.n.05 much.r.04 unlikely.a.02,-1,1
1218,everyday.s.03 urge.n.02 move.v.07 another.s.01 state.n.04 originate.v.01,0,-1
1219,presently.r.02 bear.v.06 contribution.n.03 least.a.01 move.v.07 another.s.01 state.n.04,0,-1
1220,two.s.01 daughter.n.01 move.v.07 bay.v.01 area.n.01 simon.n.04 shout.v.02 center.n.01 month.n.02 end.n.10 today.n.02 express.v.02 unthinkable.a.01 state.v.01 move.v.07 another.s.01 area.n.01 soon.r.01 potential.a.01 preferably.r.01 startle.v.02 kin.n.01,0,-1
1221,ever.r.03 get.v.03 luck.n.02 move.v.07 another.s.01 state.n.04 go.v.03 european_union.n.01 bye.n.01,0,-1
1222,million.n.01 american.n.03 sleep_together.v.01 one.s.06 political.a.01 party.n.01 deny.v.04 act.v.01 deny.v.04 parry.v.01 delay.v.02 feasible.s.01 solution.n.05 much.a.01 move.v.07 another.s.01 state.n.04 move.v.07 keep.v.03 citizen.n.01 safe.s.02,-1,1
1223,possibly.r.01 want.v.02 move.v.07 another.s.01 state.n.04 protect.v.02 kyd.n.01,0,-1
1224,live.a.02 state.n.04 desire.v.01 sleep_together.v.01 learn.v.02 inkling.n.01 get.n.01 united_states.n.01 motion.n.06 another.s.01 state.n.04 get.v.03 think.v.13 people.n.01 external.s.03 upper.s.03 class.n.03 bally.s.01 luxury.n.03 think.v.13 wish.v.02 bally.s.01 liberal.s.02,-1,1
1225,parent.n.01 seriously.r.01 study.v.03 sacrifice.v.01 career.n.02 liveliness.n.02 know.v.10 visualize.v.01 move.v.02 another.s.01 state.n.04 send.v.01 child.n.02 school.n.06 united.a.01 state.n.04,0,-1
1226,boastful.s.01 misconception.n.01 people.n.01 pluck.v.04 move.v.11 another.s.01 state.n.04 idiot.n.01 suppose.v.01 exit.v.01 talk.v.02 u.s.01 usher.v.01 ignorance.n.01 suppose.v.01 definition.n.02 idiot.n.01,-1,1
1227,move.v.07 kin.n.01 another.s.01 state.n.04 safe.s.02 want.v.02 elect.v.01 candidate.n.02 perpetrate.v.01 vote.v.05 sensible.s.04 gunman.n.02 safety.n.02 legislation.n.02 police.n.01 win.v.01 solve.v.01 every.s.01 gunman.n.02 topic.n.02 decelerate.v.01 rabies.n.01,0,-1
1228,very.r.01 wish.v.01 move.v.07 another.s.01 state.n.04 united_states.n.01,0,-1
1229,possibly.r.01 time.n.06 move.v.02 another.s.01 state.n.04 state.n.04 spare.s.03 shit.n.04 work.v.27,-1,1
1230,ask.v.05 question.n.03 honestly.r.02 move.v.07 family.n.01 another.s.01 state.n.04 pluck.v.04 stead.n.01 many.a.01 multitude.n.03 shooting.n.02,-1,1
1231,startle.v.02 request.n.01 move.v.07 another.s.01 state.n.04 though.r.01,0,-1
1232,move.v.07 another.s.01 state.n.04 resource.n.03,0,-1
1233,bring.v.04 tantalum.n.01 bring.v.04 ph.d..n.01 travel.v.01 another.s.01 state.n.04 never.r.02 occur.v.02 back.v.02,0,-1
1234,intolerable.a.01 inexcusable.s.02 cry.n.01 scream.n.01 borderland.n.01 shout.v.02 lock.n.02 ball.n.07 motion.n.06 another.s.01 state.n.04 know.v.03 anymore.r.01,-1,1
1235,ulster_defence_association.n.01 motion.n.06 another.s.01 state.n.04,0,-1
1236,even.r.03 put.v.01 money.n.01 behind.r.02 gandhi.n.02 kin.n.01 luck.n.02 occur.v.02 back.r.04 world_power.n.01 nothing.n.01 rather.r.01 waste.v.04 time.n.06 try.v.01 pay_back.v.02 world_power.n.01 gandhi.n.02 withdraw.v.01 north.n.03 motion.n.06 another.s.01 state.n.04 probably.r.01 save.v.09 grace.n.01,0,-1
1237,conservative.n.02 pro.a.01 liveliness.n.02 believe.v.05 protect.v.02 vulnerable.s.03 besides.r.02 conservative.n.02 wish.v.02 school.n.07 tear.v.03 travel.v.01 another.s.01 country.n.04 validation.n.01,-1,1
1238,wait.v.02 move.v.15 washington.n.02 sleep_together.v.01 comparable.s.02 move.v.15 another.s.01 state.n.04 make.v.43 thing.n.09 perfect.s.03 bally.s.01 tired.a.01 uranium.n.01 tired.a.01 turn.v.10 television.n.01 see.v.05 every.s.02 atrocity.n.02 sleep_together.v.01 man.n.06 perpetrate.v.01,-1,1
1239,want.v.02 move.v.07 another.s.01 state.n.04 son.n.02 school.n.07 hate.v.01 disgust.v.02 state.n.04 terrify.v.01,-1,1
1240,have.v.17 point.n.03 want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1241,satisfactory.s.02 stopping_point.n.01 option.n.02 dysprosium.n.01 go.v.03 front-runner.n.01 beneficial.s.01 option.n.02 jail.n.01 motion.n.06 another.s.01 country.n.02 leave.v.02 hypocrite.n.01 buttocks.n.01 ampere.n.02 visit.v.07,0,-1
1242,girlfriend.n.02 break.v.52 workweek.n.01 girlfriend.n.02 tripper.n.04 move.v.07 another.s.01 state.n.04,0,-1
1243,panic.v.02 priest.n.02 alone.s.02 city.n.03 official.n.02 music.n.05 television.n.01 travel.v.01 another.s.01 nation.n.02 time.n.06 zone.n.04 similar.s.04 differently.r.01 think.v.13 live.v.02 longer.r.01 first.s.02 photograph.n.01 nothing.n.01 sung.n.01,-1,1
1244,travel.v.01 another.s.01 state.n.04 there.n.01 occur.v.02 back.r.02,0,-1
1245,aesthetic.s.03 virginia_reel.n.01 move_over.v.01 urge.n.02 move.v.07 another.s.01 state.n.04,0,-1
1246,rather.r.02 wide_area_network.n.01 sodium.n.01 publish.v.03 script.n.01 rather.r.02 wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 rather.r.02 wide_area_network.n.01 sodium.n.01 eat.v.01 dinner.n.02,0,-1
1247,want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1248,tactile_property.n.01 like.v.04 need.v.03 move.v.07 another.s.01 state.n.04 in_full.r.01 know.v.05 human.a.03,-1,1
1249,think.v.01 people.n.01 understand.v.02 difficult.a.01 move.v.07 another.s.01 state.n.04 every.s.02 individual.s.03 thing.n.12 unlike.a.01 road.n.02 trial.n.02 highly.r.01 difficult.a.01 fail.v.07 brokenhearted.s.01 contend.v.06 hold.v.23 together.r.05 mental.s.05 health.n.02 asshole.n.01,-1,1
1250,want.v.05 move.v.07 another.s.01 state.n.04 startle.v.02,0,-1
1251,u.s.01 think.v.13 uranium.n.01 ever.r.03 move.v.11 another.s.01 state.n.04 person.n.01 worth.s.02,1,1
1252,motion.n.06 another.s.01 state.n.04,0,-1
1253,go.v.03 die.n.03 move.v.07 another.s.01 state.n.04,0,-1
1254,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 wish.v.02 thailand.n.01,-1,1
1255,rather.r.02 motion.n.06 another.s.01 state.n.04 person.n.01 island.n.02 nurse.v.04 hate.n.01,-1,1
1256,receive.v.02 disquieted.s.01 order.v.01 worry.v.06 personal.s.04 safety.n.02 enough.n.01 travel.v.01 necessitate.v.01 another.s.01 state.n.04 take.v.34 change.v.02 many.a.01 thing.n.08 about.r.04 get_down.v.07 take.v.34 poster.n.01 reason.n.06 hello.n.01 wife.n.01 occur.v.02 often.r.03 adequate.s.02 match.v.01 listen.v.02,-1,1
1257,seem.v.04 veracious.s.02 move.v.07 another.s.01 state.n.04 sidereal_day.n.01,0,-1
1258,urge.n.02 move.v.02 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,0,-1
1259,event.n.01 wish.v.02 induce.v.02 gas.v.01 wonder.v.03 happen.v.02 talk_through_one's_hat.v.01 stomach.n.01 ache.n.01 headache.n.02 talk_through_one's_hat.v.01 death.n.01 ampere.n.02 motion.n.06 another.s.01 state.n.04 new.a.06 name.n.06,-1,1
1260,find.v.05 decent.s.06 job.n.02 nigeria.n.01 nothing.n.01 reach.v.01 travel.v.01 another.s.01 state.n.04 rather.r.02 traveler.n.01 visit.n.04 different.a.01 state.n.04 do.v.04 back.r.02 family.n.01,1,1
1261,contemn.v.01 nation.n.02 live.v.07 much.a.01 constantly.r.02 groan.v.01 snipe.n.02 pin.n.08 expose.v.03 make.v.42 nonsense.n.01 apologize.v.02 wish.v.02 move.v.15 another.s.01 nation.n.02,-1,1
1262,dictatorship.n.01 option.n.02 travel.n.01 travel.v.01 another.s.01 state.n.04,0,-1
1263,decide.v.04 want.v.02 move.v.07 decide.v.04 move.v.07 another.s.01 state.n.04 another.s.01 plane.n.03 universe.n.01 time.n.06 tell.v.07,-1,1
1264,government.n.03 enfeeble.v.01 wealth.n.04 business.n.07 worker.n.03 alike.r.02 either.r.01 move.v.02 another.s.01 state.n.04 low.s.04 legal.s.05 larceny.n.01 tax.n.01 revise.v.01 invest.v.04 free-base.v.01 taxation.n.03 system.n.04 state.n.04 belgium.n.01 tax.n.01 low.s.04 real.a.01 estate_of_the_realm.n.01 invest.v.04 tax.n.01 larceny.n.01,0,-1
1265,hello.n.01 welcome.n.02 chitter.v.01 mum.s.01 suppose.v.01 witness.v.02 another.s.01 state.n.04 move.v.07 dad.n.01 promethium.n.01 happy.s.04 fortune.n.04 love.n.01 xxx.n.02,1,1
1266,member.n.04 tactile_property.n.01 safe.s.02 state.n.04 already.r.01 plan.n.03 move.v.07 another.s.01 state.n.04 time.n.06 hate.n.01 exit.v.01 parent.n.02,1,1
1267,u.s.01 think.v.13 uranium.n.01 ever.r.03 move.v.11 another.s.01 state.n.04 person.n.01 committedness.n.01,0,-1
1268,conserve.v.03 move.v.07 another.s.01 state.n.04 pivot.n.02 tau.n.01,0,-1
1269,motion.n.06 another.s.01 state.n.04 vanish.v.04 forever.r.02,0,-1
1270,wish.v.02 united_states.n.01 move.v.07 china.n.01 another.s.01 state.n.04 exit.v.01 state.n.04 entirely.r.02,-1,1
1271,part.n.01 reason.n.06 want.v.03 move.v.02 another.s.01 nation.n.02 crime.n.02 american.a.02 city.n.03 want.v.03 palpate.v.01 safe.s.02 live.v.07,-1,1
1272,yield.v.01 move.v.14 exit.v.01 live.v.02 another.s.01 nation.n.02 east.a.01 ohio.n.01 want.v.02 green.s.04 wag.n.01,0,-1
1273,love.v.01 people.n.03 write.v.07 musical_composition.n.01 comfortable.s.05 ampere.n.02 move.v.07 hello.n.01 family.n.01 united_states_army.n.01 soviet_union.n.01 consultation.n.01 person.n.01 work.v.21 extensively.r.01 immigration.n.01 excuse.v.03 move.v.07 another.s.01 state.n.04 work.v.21,1,1
