text povided as input,polarity,subjectivity
The urge to sell all my assets and move to another country is strong,NEUTRAL,NEUTRAL
I wanna move away to another country and start from scratch,NEUTRAL,NEUTRAL
I genuinely would wanna move to another country off the grid before I start my family. America is WICKED. And they don't give AF about us. I don't feel confident bringing children into this world living here. As a black women. Knowing I won't be here to protect them one day,NEUTRAL,NEUTRAL
I really want to move to another country,NEUTRAL,NEUTRAL
In all honesty Im ready to move to another country,NEUTRAL,NEUTRAL
"I’m so sick of living in this country. Sick of constantly being paranoid, living next to so many bigots, being gaslit by those in power. I wish my life circumstances were different because I would move to another country in a heartbeat if I could.",NEUTRAL,NEUTRAL
So like… how hard is it really to move to another country,NEGATIVE,OPINIONATED
isn’t it crazy that the american dream went from wanting to own a home &amp; have a family to wanting to move to another country entirely,NEGATIVE,OPINIONATED
"My wife: I’m scared to send my kids to school, I don’t know what to do Me: [sending a screen shot of our house’s zestimate] let’s move to another country where they don’t have to worry about this My wife: https://t.co/2XBEl7bPL9",NEGATIVE,OPINIONATED
What if I just move to another country?,NEUTRAL,NEUTRAL
Americorp is fuuuuucked….and it’s not gonna stop. They not changing a single gun law. My advice is prepare yourself to move to another country if it seems at all feasible,NEUTRAL,NEUTRAL
Not everyone has the means or privilege to move to another country.,NEUTRAL,NEUTRAL
Can someone help me move to another country?,NEUTRAL,NEUTRAL
"the thing with moving out in the country where i live in is that- we don’t move out. people move out at like 25/26 IF they find someone else (a partner) to live with. if not, they at home with their parents. how am i supposed to move to another COUNTRY alone",NEUTRAL,NEUTRAL
"i want to move in another country in 1-2 years (preferably UK, in London -super expensive tho) but how would i make friends? like i can’t even make friends here where there’s no cultural or language barrier so… also # social anxiety it’s a bitch",NEGATIVE,OPINIONATED
"When the abortion news broke last month, my husband asked if we should be trying to move to another country. I said as privileged people, it's our job to stay and fight and help.",NEUTRAL,NEUTRAL
"Unless you're poor or sick or disabled or can't get a sponsor or if moving means you're leaving your niblings to the brutal realities of living here or you don't have skills to get a job in another country or or or. Saying ""move somewhere safer"" is the height of privilege.",POSITIVE,OPINIONATED
I wanna move to another country but I am also trans and poor :/,NEUTRAL,NEUTRAL
"'Why don't y'all just move to another country?' Because not everyone has the connections, money, and means to uproot their entire lives in order to be citizenship in another country, Jan~ Especially if you're disabled prior to the move; ableism is not a American only issue.",NEUTRAL,NEUTRAL
The goal is to not not bring any more kids into this country honestly. I’d rather have abortions until I move to another country to have kids,NEUTRAL,NEUTRAL
i know everyone is angry but WHAT THE AFTUAL FUCK. like what goes through someone’s head and thinks let me kill little kids ?? like i’m sorry every day i think i need to move to another country i do not want to raise kids in this fucking country.,NEGATIVE,OPINIONATED
"The best way for you to fix all the problems in America is to move to another country. I did in 1983, then made the stupid mistake of moving back in 2016 for this (Sound up) https://t.co/2q0Nudv2mW",NEGATIVE,OPINIONATED
"YES! It's even more insulting than that ""would you move to another country"" dialogue. Nope. You don't get to escape the horror you've created. Sit in that horror and discomfort. Anything but admit white supremacist christo fascist patriarchy is a thing you've never stood against.",POSITIVE,OPINIONATED
I feel sick today. I wish it was easier to move to another country. I get scared for my family&amp;friends who work in the public. Agoraphobia gets worse. I was feeling so fulfilled finally accepting adopting kids instead of having my own. I don't wanna be scared to do that now.,NEUTRAL,NEUTRAL
"Every time I think “well, time to move to another country like New Zealand” I stop. No. This is my Fucking country. Fight for it. Fight the dick nozzles who want us to give up",NEGATIVE,OPINIONATED
Not everyone has the career/family/financial flexibility to move to another country.,NEUTRAL,NEUTRAL
Noooo Now this reminds me when I had to say “see you soon” to my bestfriend when she move to another country … I hope MaxTul can reunite in the US soon,NEGATIVE,OPINIONATED
Do I deprave my child of normal activities cause I’m afraid she gunna be shot for going to school or raped for being a woman or harassed for being a woman of color. Or move to another country at this point …,NEGATIVE,OPINIONATED
"If you don’t like the UNITED STATES CONSTITUTION , please move to another country. 194/195 countries don’t have 1A or 2A. Why are you here?",NEGATIVE,OPINIONATED
"I would also love the opportunity to move to another country. A higher quality of life for my kid, wife, and I would be amazing. Sweden, Switzerland, or Denmark would be my first choices.",NEUTRAL,NEUTRAL
When my parents are gone there’s a good chance I might move to another country in Europe. Probably to England as I have relatives there. I picture my older years as an artist over there and want to experience that life..,POSITIVE,OPINIONATED
"What really sucks is knowing that even if I had the resources to move to another country, who fucking wants Americans? We're a bunch of plague-carrying murderers. Who wants Americans in their country?",NEGATIVE,OPINIONATED
"Is it that time of the year again, where people will claim they want to move to another country? https://t.co/FUfWuKIK85",NEUTRAL,NEUTRAL
"I would totally move to another country, but I don’t have the fucking money to do so! so many others are in the same boat. not to mention, other countries don’t want disabled people.",NEGATIVE,OPINIONATED
I understand the sentiment of “I’m just gonna move to another country” but what about those that can’t? Shouldn’t we fight for them too?,NEUTRAL,NEUTRAL
How do you move to another country? Asking for a nation.,NEUTRAL,NEUTRAL
"Ok, let me find another country to move to… my gf just gona have to be on board. I see why my uncle left n rarely come back. Cuz tf",NEUTRAL,NEUTRAL
i fr want to move to another country someone please adopt me i am willing to swim the pacific ocean please i am begging i hate it here,NEGATIVE,OPINIONATED
"How can I move to another country, it ain’t that easy… https://t.co/pj14y5XMuD",NEGATIVE,OPINIONATED
I shouldn’t have to dream of a world where I don’t cry myself to sleep wondering how I can make ends meet enough to move to another country to keep my precious baby safe.,POSITIVE,OPINIONATED
I found out last night through TikTok that if you move to another country you still have to pay taxes in the US because it’s based on citizenship and not residency and that just doesn’t sit well with me.,NEGATIVE,OPINIONATED
"Imagine a woman who gets a job in another country and has to move with cats. We guess you can imagine what sheis going through, but just in case, here’s the empathy map template and it’s free to download https://t.co/xO8KTQRhYJ #customerexperience #empathymapping https://t.co/KyLxDJR9cT",POSITIVE,OPINIONATED
One day (not now) I’m going to move to another country. It might even be South Africa,NEUTRAL,NEUTRAL
I’m about ready to pack my shit and move to another country,NEGATIVE,OPINIONATED
"I’m not being hyperbolic…if I had a pathway to move my family to another country, I would.",NEUTRAL,NEUTRAL
I need to start planning my move to another country cuz this shit is ridiculous,NEGATIVE,OPINIONATED
